x,y,z
0.18397565,0.32767364,0.7745384
0.2987354,0.22986747,0.021828732
0.50485873,0.7460714,0.027400592
0.9713471,0.9805318,0.29928902
0.79199046,0.75627446,0.4214077
0.1725207,0.37458497,0.53828907
0.80285066,0.042033963,0.9755906
0.710093,0.9922043,0.29541323
0.90579844,0.9959211,0.36714336
0.43470675,0.51730174,0.2713866
0.8670987,0.24234858,0.94997984
0.69809026,0.5622609,0.6508147
0.27309257,0.53387415,0.5585334
0.38977614,0.010561741,0.69490033
0.83847857,0.59725916,0.40462378
0.80771226,0.5020387,0.35630167
0.24550597,0.4661098,0.6915241
0.8362739,0.80071276,0.6718025
0.9457571,0.45205733,0.37586635
0.8777695,0.30125526,0.6481809
0.38128802,0.45825338,0.29532787
0.5411618,0.3138158,0.35594648
0.8459606,0.16201444,0.15055087
0.71640044,0.5772218,0.9867321
0.70910496,0.8780593,0.26403153
0.28525147,0.92152715,0.8888805
0.6108019,0.018691689,0.2884517
0.054461114,0.10874106,0.1096755
0.2971474,0.30230355,0.1005301
0.20278886,0.24678122,0.8193056
0.38701457,0.4703694,0.525319
0.7382296,0.24539979,0.0639977
0.26054114,0.000831839,0.32466736
0.1789151,0.25251672,0.4260319
0.84203565,0.9770059,0.39236686
0.91509795,0.28670868,0.9965997
0.44621658,0.5895801,0.76755613
0.24449778,0.53109497,0.84288174
0.2523659,0.6579375,0.08266794
0.4161799,0.12574126,0.97668564
0.8024429,0.0816515,0.8515067
0.56148165,0.44922048,0.22229624
0.57733595,0.8706217,0.23017125
0.97815734,0.9357605,0.10090392
0.07767519,0.30441943,0.44299984
0.4750134,0.33036909,0.08733441
0.4794023,0.3778578,0.99550813
0.553974,0.7269046,0.67753875
0.16794024,0.7615226,0.91108525
0.16892214,0.6983335,0.7853261
0.41544855,0.86087626,0.7273809
0.60621727,0.6980048,0.8768472
0.30280253,0.63590103,0.05542169
0.4975192,0.9409247,0.996078
0.9867573,0.09343896,0.96595824
0.030431017,0.3300621,0.8868143
0.46586728,0.20750573,0.19716632
0.4739047,0.2680794,0.6563946
0.6918064,0.13258791,0.54297847
0.26640013,0.9741682,0.26117438
0.7999341,0.10190234,0.3140267
0.4009934,0.61398596,0.19085838
0.09516239,0.4632184,0.32952073
0.6300605,0.41813958,0.16027711
0.026393145,0.26759833,0.41096735
0.7168022,0.57477224,0.37653273
0.012140297,0.19010027,0.21762843
0.5966702,0.9017358,0.15814674
0.870892,0.40456346,0.26754624
0.6984084,0.38043398,0.8822356
0.62434375,0.25743273,0.013570134
0.43179113,0.51142263,0.27424684
0.33619553,0.7952792,0.97750026
0.37029552,0.29981866,0.7500415
0.37502643,0.81089246,0.91032374
0.5298836,0.999108,0.8042274
0.14333008,0.99463546,0.90460104
0.88188195,0.16797176,0.48360372
0.62587553,0.44517383,0.6205863
0.37443623,0.76829755,0.35097706
0.9822122,0.16410425,0.16305064
0.87252754,0.34177023,0.7424919
0.6068162,0.94611824,0.278742
0.3717488,0.897219,0.20782664
0.36909387,0.7721147,0.13134092
0.066706724,0.69017273,0.9257761
0.34252098,0.29341096,0.6664755
0.24568422,0.48656976,0.3754387
0.60855114,0.86524546,0.6827945
0.72016346,0.7457699,0.5658936
0.2924248,0.9855708,0.06594782
0.5461475,0.73080325,0.6930489
0.78707963,0.58842033,0.85917324
0.6419038,0.04648972,0.685822
0.7436613,0.3971095,0.13020444
0.21807969,0.3824078,0.20073684
0.6350499,0.3555877,0.03704573
0.2737843,0.5895736,0.35089368
0.23075059,0.38344064,0.98739254
0.2709373,0.9603917,0.98215014
0.3665255,0.11011649,0.030892167
0.4709404,0.7188112,0.4508951
0.22926144,0.25518137,0.3705127
0.3499635,0.28114772,0.9686372
0.8964967,0.53960276,0.25204968
0.13462691,0.31303743,0.42273048
0.21572407,0.70528543,0.39575216
0.060692694,0.04934386,0.61864924
0.70888114,0.32568333,0.6851162
0.5294107,0.6566021,0.44564208
0.47432035,0.7531887,0.6216223
0.034415174,0.20360556,0.25675982
0.9613427,0.7913602,0.16480246
0.84407735,0.7364252,0.9447023
0.82037413,0.8178489,0.44084695
0.8752175,0.49612057,0.120434284
0.77702516,0.0018553251,0.1559558
0.13943757,0.32952923,0.6028254
0.9714924,0.5806753,0.41068998
0.9337185,0.8522419,0.5258039
0.6960771,0.45203722,0.9471691
0.29201066,0.9437978,0.8362982
0.0011111083,0.58942235,0.78354186
0.48586178,0.011026829,0.7831406
0.59480345,0.092566065,0.8253957
0.9939813,0.06958323,0.9435512
0.13291503,0.18446636,0.8713541
0.0888201,0.5775781,0.33441928
0.42631844,0.11756818,0.44470662
0.75095624,0.79962415,0.3796145
0.34007034,0.34752083,0.7462758
0.66236025,0.030580286,0.51790416
0.8894384,0.73463625,0.011192661
0.793162,0.094585404,0.2779765
0.101595856,0.17116822,0.27437663
0.44607532,0.121250555,0.35936597
0.037992656,0.77038,0.94279814
0.16863832,0.087380044,0.9078036
0.770711,0.5295065,0.005976063
0.17409313,0.30229768,0.059575774
0.55881405,0.97538453,0.11745684
0.6149785,0.5725061,0.59177655
0.15663634,0.7496515,0.3219725
0.91482216,0.7841482,0.83635527
0.058501847,0.15542583,0.07867387
0.9192346,0.16657838,0.17261994
0.113799386,0.7774911,0.53228474
0.90086997,0.48395273,0.26156545
0.36789092,0.15273854,0.5953531
0.7898408,0.7088686,0.02973011
0.39423764,0.9357938,0.2997289
0.7331565,0.6143552,0.15062642
0.85239077,0.65507877,0.98824984
0.5254389,0.2262795,0.5165689
0.40213957,0.30465263,0.83915323
0.39463264,0.56151354,0.33555663
0.056591764,0.9845514,0.9366196
0.014815717,0.005275686,0.9389533
0.74357015,0.12529668,0.28635916
0.4153995,0.8595432,0.1272805
0.15109277,0.13807489,0.59249383
0.87153697,0.6155874,0.88412774
0.6377717,0.40047252,0.8446801
0.47450444,0.19089183,0.04352285
0.356985,0.80805784,0.875988
0.34474632,0.9992187,0.010547139
0.3714203,0.9425043,0.19705425
0.88655436,0.3273777,0.30459774
0.3786041,0.0836168,0.30179143
0.019316431,0.36236802,0.54232806
0.14493369,0.014917108,0.29638687
0.34620824,0.6873563,0.4502073
0.1663522,0.42497072,0.08850909
0.8229815,0.8039564,0.5814418
0.9987316,0.8856179,0.7844984
0.334163,0.6845621,0.37693286
0.48518634,0.8288404,0.4978426
0.047618166,0.6366068,0.7496957
0.19446412,0.44644907,0.49541584
0.2290605,0.6234459,0.045749757
0.3874829,0.9928038,0.41068637
0.8264166,0.427344,0.6841123
0.39921027,0.28585523,0.1274229
0.7414286,0.08213483,0.61148435
0.5285899,0.49855533,0.9787083
0.6636492,0.10539047,0.55520946
0.19722378,0.3320625,0.31852618
0.03881181,0.85820884,0.37167463
0.24667045,0.13133693,0.16584261
0.10123266,0.8084109,0.7370245
0.7026682,0.385057,0.70117885
0.56922555,0.19093472,0.54946774
0.7936885,0.2232799,0.8337826
0.40259638,0.12553513,0.940448
0.26049218,0.782732,0.22898065
0.86104083,0.05658339,0.24485436
0.56553054,0.7722908,0.54590964
0.4728988,0.64740074,0.13509476
0.8913438,0.9331078,0.79069257
0.34781256,0.691404,0.3542615
0.4089022,0.33913895,0.34609407
0.2574446,0.5595133,0.5776919
0.13270752,0.72453326,0.7350687
0.5708961,0.5039216,0.065884605
0.92134213,0.82338226,0.04726461
0.6488023,0.5276225,0.13141346
0.66386044,0.39026535,0.46822
0.8584239,0.07715349,0.8006946
0.70012105,0.24379635,0.32905585
0.37594044,0.20982666,0.32329452
0.8033251,0.68006855,0.7485922
0.12399737,0.30384734,0.6968695
0.87146896,0.18400496,0.6079906
0.50914186,0.6739864,0.5576936
0.5458214,0.4077651,0.04682193
0.9226756,0.2710753,0.7963581
0.6826799,0.1220652,0.4263952
0.07816848,0.9144985,0.81623584
0.25290602,0.17492537,0.3179665
0.7107665,0.74493843,0.5116803
0.093121044,0.060429454,0.4160739
0.26129675,0.9035195,0.6205564
0.26368707,0.97290134,0.8612046
0.70770854,0.7930244,0.06741382
0.05162329,0.10627442,0.27540737
0.34498113,0.25175285,0.33317512
0.42637292,0.3231606,0.18738131
0.0732928,0.71220887,0.6202753
0.45840153,0.6867632,0.056031168
0.5314077,0.5076588,0.84403855
0.9708186,0.4735456,0.15470573
0.87351817,0.52456963,0.8973782
0.9305532,0.4117704,0.8613745
0.27072996,0.2904759,0.77646255
0.15016724,0.8152727,0.1909978
0.63849235,0.40257683,0.41296563
0.20152488,0.47304192,0.93252665
0.5864821,0.9127454,0.8812582
0.19572483,0.47614896,0.03087919
0.065144025,0.6597456,0.69778264
0.44892418,0.036162447,0.9449722
0.6364498,0.8819993,0.021941017
0.094134666,0.8889237,0.6586189
0.549718,0.17088164,0.9371898
0.43683487,0.41750556,0.70004445
0.2552419,0.3287357,0.43204135
0.17187788,0.50573725,0.5055743
0.23432595,0.16877581,0.8569756
0.8966116,0.9580495,0.5063722
0.03187045,0.98699266,0.12879291
0.14748451,0.4651922,0.09590922
0.5181699,0.23980841,0.88409585
0.6826409,0.30370513,0.8404125
0.4103197,0.69827855,0.023221098
0.24035783,0.9861773,0.71908945
0.27434742,0.05616105,0.79027045
0.6493986,0.8063121,0.2670057
0.71290183,0.5542021,0.6561879
0.97028565,0.8377695,0.28533044
0.7035078,0.6309136,0.61249876
0.42191547,0.67982566,0.16041628
0.24553952,0.7005301,0.82282186
0.53463876,0.34193036,0.50827783
0.7265662,0.75721157,0.06732825
0.11659202,0.42017236,0.68566793
0.059809197,0.4150241,0.95388484
0.22415824,0.88155055,0.8535208
0.41924733,0.11620573,0.39064485
0.6671744,0.60937274,0.9017317
0.009143627,0.9799046,0.07606819
0.5385563,0.51807594,0.055680737
0.29087466,0.28745762,0.64461213
0.3350155,0.7299802,0.3095124
0.43322995,0.47692257,0.2884161
0.4600248,0.33598253,0.7867842
0.40178055,0.48105764,0.86375827
0.08739308,0.78295934,0.8609782
0.15914372,0.6685431,0.6003254
0.49335936,0.46886748,0.724822
0.38655677,0.16071333,0.86062396
0.99670166,0.05831378,0.74257326
0.7696195,0.027845146,0.14616227
0.5828513,0.69817054,0.67872185
0.54783505,0.553532,0.11730386
0.049995992,0.49116498,0.35103977
0.6767315,0.67694724,0.49770838
0.56543016,0.070795275,0.2266193
0.51590014,0.16194926,0.5434733
0.7664447,0.58472425,0.55655277
0.7829904,0.68738264,0.3922153
0.21669066,0.3758215,0.8482299
0.18464921,0.9032028,0.81012976
0.65966654,0.016698772,0.0063861073
0.33080235,0.66203284,0.7044899
0.45477915,0.42455968,0.37394822
0.044377327,0.13320766,0.22913529
0.42293894,0.866913,0.869183
0.941849,0.08653293,0.3156592
0.6876686,0.23769559,0.66990334
0.8194055,0.23081617,0.808494
0.62752473,0.24968986,0.44983342
0.5851084,0.86307925,0.61728966
0.97085494,0.7211796,0.49043843
0.48971388,0.95932674,0.43926436
0.790302,0.21942593,0.6941658
0.23141097,0.017369151,0.8114924
0.101961136,0.22964747,0.5429818
0.18132699,0.48706397,0.37421134
0.3423041,0.25638288,0.76709497
0.46068287,0.898478,0.6925479
0.889387,0.038646158,0.006805397
0.59262556,0.6859996,0.65233946
0.6426101,0.63426584,0.7186639
0.38494906,0.5049447,0.97973204
0.6696199,0.34941477,0.18855163
0.40411595,0.6701659,0.36739084
0.6080691,0.5684775,0.16957857
0.53581,0.015494684,0.93109775
0.30790654,0.11371804,0.86704487
0.08360248,0.3423926,0.77592593
0.12260392,0.9946299,0.43396905
0.57490563,0.74056095,0.56031543
0.07311143,0.27084866,0.38534328
0.45305556,0.42266524,0.5735068
0.89906096,0.4695829,0.57024586
0.5826391,0.7036945,0.28312406
0.97666293,0.58460957,0.15862317
0.2878808,0.05566519,0.70206153
0.64991343,0.6312671,0.7651733
0.9347549,0.2894632,0.17494437
0.34940425,0.867969,0.40937617
0.53358054,0.71225667,0.782407
0.84717846,0.6152891,0.34408772
0.33133468,0.38500828,0.85145026
0.008953537,0.23489471,0.46371904
0.9902255,0.93966633,0.55345917
0.40612257,0.024076227,0.91902375
0.109474994,0.31083912,0.29018205
0.7360275,0.5257034,0.8129457
0.3250595,0.25553057,0.03729698
0.16845673,0.46284664,0.6248623
0.11849052,0.12277789,0.15448673
0.6975736,0.8869788,0.43464705
0.99326223,0.055408385,0.25254348
0.3919147,0.8208381,0.2421647
0.76373863,0.03692841,0.8285127
0.6542403,0.83548015,0.10078367
0.4209615,0.22140643,0.91712505
0.048933942,0.6800132,0.3758605
0.40942895,0.16769043,0.7799215
0.029265683,0.6906525,0.6469942
0.95224166,0.6070164,0.117728665
0.4093882,0.4054984,0.8146445
0.5792402,0.26966885,0.7352447
0.94073486,0.035451625,0.03738056
0.5760246,0.6432447,0.14997776
0.17232893,0.36084682,0.08997269
0.9516136,0.41196305,0.7669266
0.18793987,0.77131844,0.9278848
0.12814614,0.90020615,0.5270879
0.36245143,0.62442404,0.1181581
0.43485084,0.7506862,0.022473872
0.9773725,0.4139699,0.98936284
0.5540549,0.90641826,0.06823303
0.8058406,0.21942,0.31426737
0.7689837,0.12481728,0.15689377
0.40222624,0.31125584,0.88271666
0.07464924,0.7254038,0.6403839
0.11973123,0.25403482,0.8920306
0.99271727,0.5429779,0.4072157
0.85994524,0.19972534,0.05502899
0.34571826,0.29684168,0.9470435
0.8327803,0.76252437,0.48892868
0.8998674,0.13027468,0.14111815
0.9233951,0.28427064,0.41594175
0.875206,0.18215652,0.967096
0.1862199,0.8045959,0.9565519
0.793465,0.6527202,0.16461854
0.055635158,0.09918572,0.07532066
0.806527,0.5658929,0.117753334
0.5769087,0.62572074,0.6677071
0.73493624,0.53853196,0.4133826
0.54970556,0.057465907,0.78143865
0.597519,0.69307107,0.9749556
0.037021372,0.7711859,0.95384514
0.03145578,0.7142932,0.8628172
0.81213063,0.30756202,0.8837218
0.29105636,0.8420142,0.75478053
0.80721426,0.98150885,0.5566875
0.70350415,0.94967806,0.61599004
0.56494766,0.96437144,0.637897
0.10496093,0.53957826,0.83490354
0.0660424,0.48272526,0.5605759
0.3839815,0.70018864,0.39361575
0.9252519,0.48216805,0.81356955
0.22626331,0.30655366,0.2217952
0.42224073,0.3305192,0.5595622
0.6416878,0.377326,0.9599912
0.49670187,0.4513436,0.43673998
0.025095955,0.76407486,0.66172445
0.6952865,0.8315004,0.6758259
0.9184077,0.28126165,0.108690016
0.5996943,0.6885241,0.84757555
0.5804127,0.43840685,0.72764724
0.83529824,0.1366524,0.12750615
0.8328384,0.18585134,0.7896998
0.18675652,0.047545377,0.5983375
0.42229915,0.11593518,0.9877667
0.8192698,0.9184522,0.91844404
0.73483396,0.69735694,0.77222717
0.844388,0.44133717,0.23878999
0.1294433,0.37991834,0.91609305
0.43946707,0.4303914,0.07902087
0.7089532,0.5776268,0.77688545
0.73016125,0.92587775,0.1255687
0.07180492,0.09634921,0.59907997
0.71194035,0.5956448,0.36726433
0.62622845,0.70212346,0.50877595
0.34891307,0.51530546,0.64321846
0.3041086,0.31235328,0.4419386
0.02900935,0.08082637,0.8619014
0.39198983,0.95836747,0.3688983
0.3069951,0.53244543,0.18561547
0.43150136,0.19129877,0.042254828
0.7087456,0.9037563,0.4359564
0.14548191,0.45547545,0.78641665
0.47996244,0.7567527,0.7508154
0.7928533,0.055961482,0.9274155
0.24863459,0.6195539,0.16711573
0.86368436,0.63089484,0.6015432
0.93295944,0.37191835,0.6627963
0.11283961,0.8947338,0.26715344
0.11570049,0.97506124,0.5641957
0.645202,0.75303453,0.6529897
0.51719,0.1505097,0.48602584
0.90357757,0.022945171,0.35704696
0.8019519,0.038424637,0.10547856
0.50189257,0.053236835,0.30444396
0.06869051,0.25220412,0.55098236
0.09887048,0.8236883,0.30484343
0.448491,0.82975745,0.04616701
0.30457163,0.20358379,0.30432498
0.9431294,0.97243595,0.2524776
0.6658458,0.11494248,0.43780681
0.27053058,0.87362295,0.757974
0.35695863,0.61357224,0.9746448
0.08078272,0.5763028,0.13646063
0.24968804,0.9418244,0.53945667
0.3187714,0.42022738,0.21634397
0.64194834,0.45273286,0.35699257
0.17255373,0.60596585,0.038906433
0.6771837,0.3298856,0.6693013
0.117649354,0.30884644,0.329486
0.8941261,0.9462405,0.65308356
0.62643653,0.9682254,0.7149674
0.5774726,0.69729877,0.25677273
0.18727168,0.68789756,0.36221284
0.74087065,0.4316814,0.78632784
0.23605216,0.07701071,0.87843055
0.7980432,0.13384458,0.43100166
0.77895457,0.4410041,0.59380054
0.9393957,0.48107818,0.76584375
0.7826932,0.7303219,0.0777151
0.36494517,0.0996782,0.2825002
0.51065224,0.19976805,0.8391809
0.626869,0.0031904213,0.5170635
0.26751807,0.3704698,0.24028349
0.8000516,0.8096793,0.78911453
0.32909805,0.07969308,0.7191877
0.13013607,0.96419615,0.36865994
0.05952143,0.9849511,0.082235955
0.6600094,0.6042193,0.14955305
0.26471138,0.12193206,0.040924083
0.8515757,0.5857483,0.4819175
0.77243185,0.018226665,0.012542464
0.11520795,0.9893058,0.6600414
0.5552812,0.9410396,0.78686833
0.9673739,0.22791618,0.39848688
0.8292309,0.6244781,0.1596509
0.8722396,0.78931713,0.8254627
0.2627567,0.42079094,0.71893996
0.7254784,0.24797304,0.58573055
0.33988166,0.1271591,0.7361443
0.82806265,0.9972463,0.47607255
0.102652214,0.7686886,0.78014714
0.6851141,0.8304617,0.94722134
0.6449043,0.24866387,0.40864074
0.26131815,0.68978053,0.6364492
0.6321615,0.24624266,0.44376174
0.910881,0.9353044,0.9268138
0.6151658,0.013488391,0.12007131
0.184043,0.4461041,0.8257138
0.30616242,0.8568898,0.43325263
0.35155845,0.89770144,0.21509682
0.31116936,0.5100423,0.6590333
0.6844075,0.82285506,0.72702414
0.9500028,0.42293343,0.9994565
0.5039102,0.11308508,0.44189402
0.79025704,0.88465804,0.12969954
0.94438505,0.28334188,0.5782646
0.37444443,0.13892093,0.4711418
0.046278697,0.8982988,0.32785386
0.7533016,0.27479747,0.49280638
0.73499036,0.94344133,0.5220841
0.30325156,0.42714724,0.9470329
0.26912987,0.74944264,0.67039704
0.70332813,0.8146849,0.54626507
0.15640514,0.5958985,0.13387881
0.8434482,0.057917636,0.87938577
0.860629,0.7536416,0.9962365
0.56634843,0.0024953391,0.12381362
0.21880499,0.8587516,0.5531959
0.94900304,0.32045674,0.97034204
0.23528157,0.84949213,0.73486775
0.30900103,0.20841792,0.4431377
0.44183204,0.7984563,0.9029926
0.52072996,0.9907389,0.9642485
0.45551732,0.03496135,0.6349877
0.00020694848,0.14591403,0.7998587
0.86219645,0.9747495,0.27046144
0.02373862,0.41395086,0.82555825
0.8815506,0.5920064,0.42916086
0.82281774,0.97710454,0.97647977
0.9366991,0.5424596,0.7688482
0.31396344,0.062302087,0.5737063
0.179707,0.448602,0.65510356
0.054286525,0.08416646,0.16897407
0.6877427,0.27346098,0.23515151
0.15655886,0.43557012,0.68278223
0.16783148,0.19943357,0.90527093
0.23039292,0.7713524,0.54169524
0.27861905,0.46978527,0.013160778
0.21359658,0.33846527,0.8053169
0.6074172,0.3867085,0.81222355
0.51111597,0.7352849,0.18842193
0.65068656,0.6829571,0.024886612
0.64204824,0.067062825,0.7634367
0.85515577,0.7853681,0.22376254
0.036726654,0.55047315,0.05030847
0.55771166,0.41385597,0.20353904
0.3859416,0.41734198,0.30705208
0.7892647,0.094301924,0.3078019
0.22855476,0.51859444,0.81619984
0.60895175,0.7635299,0.20273669
0.26959342,0.48393556,0.3308894
0.23467119,0.7018855,0.43094075
0.327837,0.18210824,0.6411605
0.063575745,0.46437326,0.69705623
0.74638623,0.5558951,0.20401937
0.88131005,0.04208525,0.03835182
0.01698511,0.3346688,0.46950138
0.6524424,0.4364012,0.8897924
0.56290066,0.118134394,0.93593556
0.9053939,0.42999566,0.6650919
0.68536025,0.47019085,0.46982798
0.41858497,0.13111742,0.51678044
0.57819605,0.12438446,0.37627453
0.12721449,0.91536003,0.8881852
0.16215011,0.18712883,0.4634119
0.22383694,0.66602385,0.39838257
0.4830901,0.9756653,0.9569303
0.2668241,0.88087326,0.4059043
0.100544386,0.39917684,0.64833677
0.51850843,0.7183333,0.7874588
0.6978298,0.78059876,0.90629345
0.096439086,0.13983844,0.9194918
0.7289528,0.889533,0.2541909
0.023668168,0.6296303,0.5160314
0.69894063,0.3476897,0.7252832
0.95308524,0.5102576,0.29758686
0.45676687,0.39484408,0.086294994
0.06589076,0.5515137,0.95970225
0.28268206,0.016957607,0.26361787
0.1475138,0.25820547,0.88328
0.50093657,0.11312058,0.17003441
0.18080345,0.36788854,0.6944675
0.9963817,0.24807455,0.24047442
0.4195658,0.7982183,0.24370478
0.3873412,0.72053736,0.57240725
0.06416409,0.8719755,0.93861794
0.5985902,0.5113916,0.77043784
0.124303326,0.7153919,0.4381133
0.26174146,0.7100418,0.7760111
0.29913926,0.6172208,0.09116906
0.098115996,0.3379849,0.54088765
0.8300138,0.2837578,0.7713745
0.11052901,0.9586246,0.2669158
0.48300502,0.081927516,0.13242736
0.2890626,0.34661165,0.88884324
0.23654456,0.6905788,0.62652254
0.22329585,0.9947142,0.115748525
0.66986436,0.10070111,0.81524086
0.7937975,0.6559277,0.33333063
0.40891334,0.42494893,0.28689188
0.3185283,0.3894318,0.74050796
0.7310356,0.49183664,0.5790109
0.26916423,0.19582912,0.2068238
0.87046075,0.26780283,0.06629884
0.29387754,0.7952736,0.777161
0.051252563,0.3742249,0.12818547
0.47034264,0.21006902,0.2935174
0.29990536,0.22535923,0.40325335
0.46595377,0.31717917,0.8133319
0.29202646,0.98426294,0.03668249
0.98701465,0.896954,0.8085092
0.97453606,0.35507056,0.8126509
0.61753523,0.6838934,0.06271662
0.9065601,0.463841,0.76862144
0.31293598,0.38422903,0.0027508358
0.7878929,0.968464,0.2950041
0.76505256,0.16462213,0.9732827
0.35531452,0.866467,0.2389656
0.7214717,0.41804332,0.39369768
0.093617424,0.20993336,0.8360376
0.23258118,0.14849463,0.17361034
0.20990176,0.024660572,0.016108831
0.62577134,0.15605229,0.12041639
0.20176217,0.61050934,0.5339476
0.2835572,0.09830993,0.05831577
0.2723594,0.952368,0.9682628
0.9433495,0.79942626,0.3203617
0.9479997,0.915381,0.7733065
0.8316466,0.140765,0.9293485
0.45152196,0.25044614,0.71502936
0.49006596,0.92821383,0.9281019
0.37457728,0.009566104,0.9976497
0.46082953,0.802131,0.51398516
0.14150386,0.43942708,0.73122364
0.27098447,0.7442639,0.6451025
0.1851013,0.77164274,0.23213267
0.88090616,0.5345358,0.10659992
0.6899732,0.21909782,2.9546894e-05
0.13333476,0.4683852,0.12916751
0.43040952,0.65332633,0.085588776
0.32564262,0.32076594,0.8987829
0.014942894,0.813001,0.8554058
0.7394275,0.8559478,0.80954826
0.4402098,0.019994503,0.56605035
0.36165974,0.25604165,0.030179204
0.18215111,0.63645774,0.9035511
0.48828927,0.96716243,0.09634837
0.27163902,0.7158853,0.5046781
0.5077763,0.5150106,0.9534959
0.25039336,0.1070035,0.27093095
0.29264528,0.5563826,0.5692925
0.42516303,0.65174764,0.6696245
0.6109115,0.8902843,0.80730164
0.8425629,0.11601268,0.8778068
0.27865463,0.38429585,0.5562524
0.32737425,0.8196143,0.9455862
0.6446749,0.87123144,0.015626358
0.9948454,0.23253056,0.0690241
0.23076601,0.7536461,0.51625115
0.22077358,0.5069865,0.56223875
0.8203054,0.15079968,0.5592847
0.7980696,0.8146437,0.4155426
0.3290118,0.57539684,0.15315673
0.014750071,0.4031687,0.9233298
0.42951804,0.21263139,0.38907617
0.5434837,0.9783892,0.8450896
0.7601544,0.49851358,0.61453044
0.6609471,0.82405925,0.64633083
0.67212653,0.8534845,0.9504051
0.8033806,0.7144594,0.46416846
0.7748719,0.318897,0.88897145
0.4732539,0.8128328,0.56263375
0.10481258,0.7663486,0.3047117
0.8143356,0.40593392,0.017022517
0.601774,0.7660366,0.2945726
0.033013478,0.81420916,0.40172493
0.7884911,0.70518863,0.006008591
0.39333943,0.059596892,0.6808582
0.3141129,0.6831077,0.03529716
0.5150483,0.4188104,0.66429985
0.67156035,0.6771767,0.4160527
0.92484635,0.89985204,0.6795029
0.026017774,0.26197502,0.7898266
0.30467153,0.96579635,0.7188361
0.0404449,0.34826785,0.20405163
0.84313136,0.74186593,0.2489008
0.7035378,0.20291635,0.8395917
0.27057022,0.37010828,0.6171293
0.76938415,0.6158133,0.43118453
0.6333798,0.7421962,0.47945216
0.66013056,0.05430084,0.64707583
0.7504297,0.21636428,0.5961243
0.16097729,0.08233632,0.4646061
0.6004598,0.08175179,0.15577137
0.5176429,0.45110583,0.5967385
0.3404785,0.5327739,0.8828064
0.73062384,0.7420636,0.087345004
0.4342401,0.55185765,0.6035913
0.4700681,0.23814017,0.4270198
0.20923446,0.19921918,0.3323576
0.738954,0.07073575,0.20244242
0.010600443,0.08064019,0.14283389
0.49723265,0.06521723,0.6401273
0.53764486,0.4568561,0.27970642
0.26758453,0.4697237,0.594518
0.16852336,0.6704411,0.89038634
0.34796125,0.58709794,0.5348561
0.105868034,0.56715107,0.80821943
0.721183,0.30619052,0.65863544
0.5811331,0.69464564,0.76504976
0.041768968,0.68454087,0.53827655
0.9538298,0.3599565,0.9473224
0.7717622,0.8697621,0.84293765
0.9743898,0.9619568,0.60688937
0.6427702,0.20731206,0.21019736
0.9421137,0.019166248,0.014035327
0.80315393,0.34250826,0.16506602
0.3086644,0.8684421,0.82930475
0.7541479,0.47633737,0.020426651
0.121606514,0.89567345,0.03491688
0.5063494,0.22733228,0.24615592
0.9087721,0.30333212,0.19819863
0.52462035,0.67968214,0.68192273
0.94671196,0.95461893,0.39155814
0.38177103,0.8519027,0.3095756
0.5241536,0.59285074,0.1606797
0.56949544,0.8752341,0.6750366
0.9604977,0.53659654,0.1867214
0.70768154,0.6743353,0.67296267
0.59481514,0.03587174,0.8617342
0.065709084,0.36205208,0.20560199
0.22305684,0.37977085,0.7193244
0.12336389,0.76793176,0.63570404
0.51115835,0.29252768,0.86853904
0.9908175,0.28922838,0.88274926
0.8375544,0.13968414,0.51579934
0.4888351,0.41884282,0.8979938
0.5143934,0.016616087,0.519184
0.041309014,0.22022782,0.7384686
0.8352892,0.41447762,0.7770877
0.38183102,0.43440178,0.5835158
0.02765171,0.5036535,0.072290115
0.9242961,0.39302897,0.8331952
0.43987677,0.69257,0.31814554
0.67457163,0.8159109,0.73757184
0.54004735,0.24066633,0.35678276
0.7896541,0.52991873,0.67776763
0.9623792,0.7446413,0.0360686
0.6209656,0.11582448,0.6640358
0.11691912,0.06800539,0.46100885
0.588222,0.44361556,0.97937256
0.031707745,0.6415781,0.86483127
0.34484115,0.31116405,0.8618759
0.07398799,0.17118071,0.22074081
0.2857104,0.47790548,0.8086655
0.89872885,0.9421024,0.33909443
0.21184696,0.95871717,0.18179551
0.78251,0.45526418,0.7749519
0.39639142,0.4554981,0.10885168
0.36920664,0.74057823,0.5614842
0.8443939,0.8558158,0.64748853
0.41266456,0.10830001,0.20697926
0.9824069,0.35724834,0.6995713
0.19884892,0.6742775,0.82421803
0.87949014,0.33495083,0.58528036
0.27108714,0.27996126,0.6348296
0.5553147,0.84577197,0.86750484
0.11982749,0.041407052,0.050477374
0.04687282,0.35099402,0.46862411
0.37276736,0.007635535,0.85129064
0.17928351,0.9643327,0.19465205
0.48820326,0.6916363,0.5788811
0.24299203,0.99312466,0.55246484
0.038873713,0.35275304,0.9323994
0.71829325,0.13627052,0.63791364
0.3338003,0.3670094,0.8206918
0.172302,0.20673172,0.48479295
0.94797355,0.2559211,0.24968949
0.48855916,0.22661793,0.016273208
0.5629585,0.054216634,0.8440292
0.96222353,0.7110231,0.43902585
0.1181544,0.7898368,0.2648873
0.18226935,0.26464868,0.31361106
0.7102048,0.8287971,0.16638245
0.5607882,9.0850284e-05,0.7613826
0.41527188,0.0017643138,0.63702965
